uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	uniqname	|	flags	|	
5205148	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b4-08	|	species	|	ncbi:1238116	|		|	environmental	|	
5571746	|	102415	|	uncultured marine thaumarchaeote SAT1000_16_E04	|	species	|	ncbi:1456389	|		|	environmental,not_otu	|	
5571637	|	102415	|	uncultured marine thaumarchaeote KM3_82_A11	|	species	|	ncbi:1456301	|		|	environmental,not_otu	|	
5571760	|	102415	|	uncultured marine thaumarchaeote KM3_63_D09	|	species	|	ncbi:1456219	|		|	environmental,not_otu	|	
5205213	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-TamoA-23	|	species	|	ncbi:1238000	|		|	environmental	|	
5205243	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-22	|	species	|	ncbi:1238086	|		|	environmental	|	
5571861	|	102415	|	uncultured marine thaumarchaeote KM3_89_G03	|	species	|	ncbi:1456340	|		|	environmental,not_otu	|	
5205107	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-13	|	species	|	ncbi:1238077	|		|	environmental	|	
5571975	|	102415	|	uncultured marine thaumarchaeote KM3_67_H03	|	species	|	ncbi:1456239	|		|	environmental,not_otu	|	
5571810	|	102415	|	uncultured marine thaumarchaeote KM3_98_B07	|	species	|	ncbi:1456351	|		|	environmental,not_otu	|	
5571669	|	102415	|	uncultured thaumarchaeote Rifle_16ft_4_minimus_11813	|	species	|	ncbi:1665208	|		|	environmental,not_otu	|	
5571704	|	102415	|	uncultured marine thaumarchaeote KM3_70_D10	|	species	|	ncbi:1456253	|		|	environmental,not_otu	|	
5205228	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa2b1-04	|	species	|	ncbi:1238044	|		|	environmental	|	
5571678	|	102415	|	uncultured marine thaumarchaeote SAT1000_04_F07	|	species	|	ncbi:1456355	|		|	environmental,not_otu	|	
5571666	|	102415	|	uncultured marine thaumarchaeote KM3_79_C04	|	species	|	ncbi:1456294	|		|	environmental,not_otu	|	
5205184	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-T16S-08	|	species	|	ncbi:1238065	|		|	environmental	|	
5572057	|	102415	|	uncultured marine thaumarchaeote SAT1000_29_H07	|	species	|	ncbi:1456403	|		|	environmental,not_otu	|	
5571932	|	102415	|	uncultured marine thaumarchaeote KM3_56_D04	|	species	|	ncbi:1456203	|		|	environmental,not_otu	|	
5571812	|	102415	|	uncultured marine thaumarchaeote KM3_78_D03	|	species	|	ncbi:1456290	|		|	environmental,not_otu	|	
5205100	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-TamoA-03	|	species	|	ncbi:1237984	|		|	environmental	|	
5571976	|	102415	|	uncultured marine thaumarchaeote KM3_37_D10	|	species	|	ncbi:1456137	|		|	environmental,not_otu	|	
5571549	|	102415	|	uncultured marine thaumarchaeote KM3_02_B09	|	species	|	ncbi:1455956	|		|	environmental,not_otu	|	
5571622	|	102415	|	uncultured marine thaumarchaeote KM3_79_B12	|	species	|	ncbi:1456293	|		|	environmental,not_otu	|	
5571801	|	102415	|	uncultured marine thaumarchaeote KM3_14_C04	|	species	|	ncbi:1456014	|		|	environmental,not_otu	|	
5205188	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-T16S-03	|	species	|	ncbi:1238061	|		|	environmental	|	
5205112	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa2b1-13	|	species	|	ncbi:1238052	|		|	environmental	|	
5571695	|	102415	|	uncultured marine thaumarchaeote AD1000_25_B10	|	species	|	ncbi:1455903	|		|	environmental,not_otu	|	
5205161	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b1-02	|	species	|	ncbi:1238091	|		|	environmental	|	
5571816	|	102415	|	uncultured marine thaumarchaeote KM3_66_E06	|	species	|	ncbi:1456228	|		|	environmental,not_otu	|	
5571777	|	102415	|	uncultured marine thaumarchaeote KM3_110_B01	|	species	|	ncbi:1455987	|		|	environmental,not_otu	|	
5571684	|	102415	|	uncultured marine thaumarchaeote KM3_68_A08	|	species	|	ncbi:1456241	|		|	environmental,not_otu	|	
5571589	|	102415	|	uncultured marine thaumarchaeote KM3_57_E08	|	species	|	ncbi:1456207	|		|	environmental,not_otu	|	
5205204	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b9-05	|	species	|	ncbi:1238026	|		|	environmental	|	
5571553	|	102415	|	uncultured marine thaumarchaeote KM3_43_D05	|	species	|	ncbi:1456150	|		|	environmental,not_otu	|	
5571628	|	102415	|	uncultured marine thaumarchaeote KM3_55_H11	|	species	|	ncbi:1456200	|		|	environmental,not_otu	|	
5571552	|	102415	|	uncultured marine thaumarchaeote KM3_76_A03	|	species	|	ncbi:1456281	|		|	environmental,not_otu	|	
5571665	|	102415	|	uncultured marine thaumarchaeote SAT1000_11_C10	|	species	|	ncbi:1456377	|		|	environmental,not_otu	|	
5572067	|	102415	|	uncultured marine thaumarchaeote KM3_28_C05	|	species	|	ncbi:1456112	|		|	environmental,not_otu	|	
5205149	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-T16S-05	|	species	|	ncbi:1237974	|		|	environmental	|	
5205248	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa1b9-01	|	species	|	ncbi:1238089	|		|	environmental	|	
5571575	|	102415	|	uncultured marine thaumarchaeote KM3_61_H06	|	species	|	ncbi:1456215	|		|	environmental,not_otu	|	
5572012	|	102415	|	uncultured marine thaumarchaeote KM3_87_G04	|	species	|	ncbi:1456330	|		|	environmental,not_otu	|	
5571645	|	102415	|	uncultured marine thaumarchaeote KM3_03_G08	|	species	|	ncbi:1455962	|		|	environmental,not_otu	|	
5571953	|	102415	|	uncultured marine thaumarchaeote KM3_79_H05	|	species	|	ncbi:1456298	|		|	environmental,not_otu	|	
5571576	|	102415	|	uncultured marine thaumarchaeote AD1000_20_B03	|	species	|	ncbi:1455899	|		|	environmental,not_otu	|	
5571828	|	102415	|	uncultured marine thaumarchaeote KM3_47_A03	|	species	|	ncbi:1456164	|		|	environmental,not_otu	|	
5571626	|	102415	|	uncultured marine thaumarchaeote KM3_47_C08	|	species	|	ncbi:1456167	|		|	environmental,not_otu	|	
5572035	|	102415	|	uncultured marine thaumarchaeote KM3_181_G03	|	species	|	ncbi:1456065	|		|	environmental,not_otu	|	
5571732	|	102415	|	uncultured marine thaumarchaeote KM3_54_B03	|	species	|	ncbi:1456189	|		|	environmental,not_otu	|	
5571772	|	102415	|	uncultured marine thaumarchaeote SAT1000_18_G08	|	species	|	ncbi:1456392	|		|	environmental,not_otu	|	
5571548	|	102415	|	uncultured marine thaumarchaeote KM3_74_G09	|	species	|	ncbi:1456275	|		|	environmental,not_otu	|	
5571821	|	102415	|	uncultured marine thaumarchaeote SAT1000_10_F12	|	species	|	ncbi:1456373	|		|	environmental,not_otu	|	
5571803	|	102415	|	uncultured marine thaumarchaeote KM3_45_G08	|	species	|	ncbi:1456157	|		|	environmental,not_otu	|	
5571670	|	102415	|	uncultured marine thaumarchaeote KM3_87_H02	|	species	|	ncbi:1456331	|		|	environmental,not_otu	|	
5571619	|	102415	|	uncultured marine thaumarchaeote KM3_126_H01	|	species	|	ncbi:1455995	|		|	environmental,not_otu	|	
5571986	|	102415	|	uncultured marine thaumarchaeote SAT1000_48_G08	|	species	|	ncbi:1456416	|		|	environmental,not_otu	|	
5571647	|	102415	|	uncultured marine thaumarchaeote SAT1000_13_G01	|	species	|	ncbi:1456382	|		|	environmental,not_otu	|	
5571573	|	102415	|	uncultured marine thaumarchaeote KM3_88_D08	|	species	|	ncbi:1456335	|		|	environmental,not_otu	|	
5571878	|	102415	|	uncultured marine thaumarchaeote KM3_70_B03	|	species	|	ncbi:1456246	|		|	environmental,not_otu	|	
5205139	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b4-11	|	species	|	ncbi:1238119	|		|	environmental	|	
5571559	|	102415	|	uncultured marine thaumarchaeote KM3_26_B10	|	species	|	ncbi:1456107	|		|	environmental,not_otu	|	
5571687	|	102415	|	uncultured marine thaumarchaeote KM3_04_D06	|	species	|	ncbi:1455965	|		|	environmental,not_otu	|	
5571597	|	102415	|	uncultured marine thaumarchaeote SAT1000_16_A03	|	species	|	ncbi:1456387	|		|	environmental,not_otu	|	
5571959	|	102415	|	uncultured marine thaumarchaeote KM3_83_D12	|	species	|	ncbi:1456307	|		|	environmental,not_otu	|	
5571788	|	102415	|	uncultured marine thaumarchaeote KM3_173_D12	|	species	|	ncbi:1456049	|		|	environmental,not_otu	|	
5205147	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b4-09	|	species	|	ncbi:1238117	|		|	environmental	|	
5571974	|	102415	|	uncultured marine thaumarchaeote KM3_199_C08	|	species	|	ncbi:1456090	|		|	environmental,not_otu	|	
5572034	|	102415	|	uncultured marine thaumarchaeote KM3_154_A05	|	species	|	ncbi:1456020	|		|	environmental,not_otu	|	
5571880	|	102415	|	thaumarchaeote enrichment culture	|	species	|	ncbi:1608626	|		|	environmental	|	
5571685	|	102415	|	uncultured marine thaumarchaeote KM3_03_D08	|	species	|	ncbi:1455960	|		|	environmental,not_otu	|	
5571675	|	102415	|	uncultured marine thaumarchaeote KM3_199_D03	|	species	|	ncbi:1456091	|		|	environmental,not_otu	|	
5571957	|	102415	|	uncultured marine thaumarchaeote KM3_16_C11	|	species	|	ncbi:1456043	|		|	environmental,not_otu	|	
5571603	|	102415	|	uncultured marine thaumarchaeote KM3_69_H10	|	species	|	ncbi:1456245	|		|	environmental,not_otu	|	
5205186	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-02	|	species	|	ncbi:1238067	|		|	environmental	|	
5572042	|	102415	|	uncultured marine thaumarchaeote KM3_46_F12	|	species	|	ncbi:1456160	|		|	environmental,not_otu	|	
5205195	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa2b1-09	|	species	|	ncbi:1238049	|		|	environmental	|	
5205226	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa2b1-06	|	species	|	ncbi:1238046	|		|	environmental	|	
5571931	|	102415	|	uncultured marine thaumarchaeote KM3_56_F06	|	species	|	ncbi:1456204	|		|	environmental,not_otu	|	
5571565	|	102415	|	uncultured marine thaumarchaeote AD1000_16_B05	|	species	|	ncbi:1455894	|		|	environmental,not_otu	|	
5205231	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-19	|	species	|	ncbi:1238083	|		|	environmental	|	
5572003	|	102415	|	uncultured marine thaumarchaeote KM3_187_A01	|	species	|	ncbi:1456072	|		|	environmental,not_otu	|	
5572056	|	102415	|	uncultured marine thaumarchaeote KM3_12_F11	|	species	|	ncbi:1455999	|		|	environmental,not_otu	|	
5571871	|	102415	|	uncultured marine thaumarchaeote KM3_97_A02	|	species	|	ncbi:1456349	|		|	environmental,not_otu	|	
5571853	|	102415	|	uncultured marine thaumarchaeote KM3_68_E02	|	species	|	ncbi:1456243	|		|	environmental,not_otu	|	
5571727	|	102415	|	uncultured marine thaumarchaeote KM3_42_E08	|	species	|	ncbi:1456148	|		|	environmental,not_otu	|	
5205210	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b4-02	|	species	|	ncbi:1238004	|		|	environmental	|	
5205120	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b9-14	|	species	|	ncbi:1238034	|		|	environmental	|	
5571991	|	102415	|	uncultured marine thaumarchaeote KM3_47_A07	|	species	|	ncbi:1456166	|		|	environmental,not_otu	|	
5205208	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b4-04	|	species	|	ncbi:1238006	|		|	environmental	|	
5571636	|	102415	|	uncultured marine thaumarchaeote KM3_32_A02	|	species	|	ncbi:1456122	|		|	environmental,not_otu	|	
5205214	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-T16S-07	|	species	|	ncbi:1237976	|		|	environmental	|	
5572065	|	102415	|	uncultured marine thaumarchaeote KM3_115_G03	|	species	|	ncbi:1455989	|		|	environmental,not_otu	|	
5205253	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-18	|	species	|	ncbi:1238082	|		|	environmental	|	
5205103	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-09	|	species	|	ncbi:1238073	|		|	environmental	|	
5205170	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b1-19	|	species	|	ncbi:1238103	|		|	environmental	|	
5571672	|	102415	|	uncultured marine thaumarchaeote KM3_11_C04	|	species	|	ncbi:1455990	|		|	environmental,not_otu	|	
5571702	|	102415	|	uncultured marine thaumarchaeote KM3_54_G03	|	species	|	ncbi:1456192	|		|	environmental,not_otu	|	
5572085	|	102415	|	uncultured marine thaumarchaeote AD1000_11_E10	|	species	|	ncbi:1455890	|		|	environmental,not_otu	|	
5571848	|	102415	|	uncultured marine thaumarchaeote KM3_86_E11	|	species	|	ncbi:1456321	|		|	environmental,not_otu	|	
5571993	|	102415	|	uncultured marine thaumarchaeote AD1000_88_A06	|	species	|	ncbi:1455945	|		|	environmental,not_otu	|	
5205163	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b1-05	|	species	|	ncbi:1238093	|		|	environmental	|	
5571730	|	102415	|	uncultured marine thaumarchaeote SAT1000_31_A02	|	species	|	ncbi:1456404	|		|	environmental,not_otu	|	
5571663	|	102415	|	uncultured marine thaumarchaeote KM3_169_G08	|	species	|	ncbi:1456041	|		|	environmental,not_otu	|	
5572017	|	102415	|	uncultured marine thaumarchaeote SAT1000_43_E07	|	species	|	ncbi:1456410	|		|	environmental,not_otu	|	
5571778	|	102415	|	uncultured marine thaumarchaeote AD1000_77_H06	|	species	|	ncbi:1455940	|		|	environmental,not_otu	|	
5205177	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b4-06	|	species	|	ncbi:1238008	|		|	environmental	|	
5205123	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b9-11	|	species	|	ncbi:1238031	|		|	environmental	|	
5205150	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-T16S-06	|	species	|	ncbi:1237975	|		|	environmental	|	
5571747	|	102415	|	uncultured marine thaumarchaeote KM3_158_B05	|	species	|	ncbi:1456024	|		|	environmental,not_otu	|	
5571649	|	102415	|	uncultured marine thaumarchaeote KM3_84_D12	|	species	|	ncbi:1456311	|		|	environmental,not_otu	|	
5572006	|	102415	|	uncultured marine thaumarchaeote AD1000_60_A11	|	species	|	ncbi:1455927	|		|	environmental,not_otu	|	
5205251	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-T16S-10	|	species	|	ncbi:1237979	|		|	environmental	|	
5571794	|	102415	|	uncultured marine thaumarchaeote KM3_201_H03	|	species	|	ncbi:1456096	|		|	environmental,not_otu	|	
5571869	|	102415	|	uncultured marine thaumarchaeote KM3_82_D05	|	species	|	ncbi:1456304	|		|	environmental,not_otu	|	
5571712	|	102415	|	uncultured marine thaumarchaeote AD1000_24_H07	|	species	|	ncbi:1455902	|		|	environmental,not_otu	|	
5571961	|	102415	|	uncultured marine thaumarchaeote KM3_75_F06	|	species	|	ncbi:1456280	|		|	environmental,not_otu	|	
5571926	|	102415	|	uncultured marine thaumarchaeote KM3_71_E12	|	species	|	ncbi:1456258	|		|	environmental,not_otu	|	
5205222	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b1-14	|	species	|	ncbi:1238100	|		|	environmental	|	
5571900	|	102415	|	uncultured marine thaumarchaeote KM3_06_B06	|	species	|	ncbi:1455974	|		|	environmental,not_otu	|	
5205166	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-04	|	species	|	ncbi:1238069	|		|	environmental	|	
5571740	|	102415	|	uncultured marine thaumarchaeote KM3_193_A03	|	species	|	ncbi:1456081	|		|	environmental,not_otu	|	
5205235	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b4-18	|	species	|	ncbi:1238126	|		|	environmental	|	
5571679	|	102415	|	uncultured marine thaumarchaeote KM3_23_E01	|	species	|	ncbi:1456099	|		|	environmental,not_otu	|	
5571865	|	102415	|	uncultured marine thaumarchaeote SAT1000_48_A08	|	species	|	ncbi:1456414	|		|	environmental,not_otu	|	
5571850	|	102415	|	uncultured marine thaumarchaeote SAT1000_10_G06	|	species	|	ncbi:1456374	|		|	environmental,not_otu	|	
5571611	|	102415	|	uncultured marine thaumarchaeote AD1000_26_G12	|	species	|	ncbi:1455904	|		|	environmental,not_otu	|	
5572016	|	102415	|	uncultured marine thaumarchaeote KM3_65_D04	|	species	|	ncbi:1456224	|		|	environmental,not_otu	|	
5571969	|	102415	|	uncultured marine thaumarchaeote KM3_186_C08	|	species	|	ncbi:1456070	|		|	environmental,not_otu	|	
5571667	|	102415	|	uncultured marine thaumarchaeote KM3_41_H02	|	species	|	ncbi:1456146	|		|	environmental,not_otu	|	
5571890	|	102415	|	uncultured marine thaumarchaeote KM3_52_F05	|	species	|	ncbi:1456177	|		|	environmental,not_otu	|	
5571807	|	102415	|	uncultured marine thaumarchaeote AD1000_54_F09	|	species	|	ncbi:1455926	|		|	environmental,not_otu	|	
5571591	|	102415	|	uncultured marine thaumarchaeote KM3_175_A05	|	species	|	ncbi:1456051	|		|	environmental,not_otu	|	
5571756	|	102415	|	uncultured marine thaumarchaeote KM3_46_E07	|	species	|	ncbi:1456159	|		|	environmental,not_otu	|	
5571888	|	102415	|	uncultured marine thaumarchaeote KM3_02_A10	|	species	|	ncbi:1455955	|		|	environmental,not_otu	|	
5205131	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b4-14	|	species	|	ncbi:1238015	|		|	environmental	|	
5572032	|	102415	|	uncultured marine thaumarchaeote KM3_53_B02	|	species	|	ncbi:1456180	|		|	environmental,not_otu	|	
